Id,Id2,census.tract,median_age,married,high_school_and_higher,mean_income,Unemployment_rate,median_rent
1400000US36005039000,36005039000,"Census Tract 390, Bronx County, New York",29.80,35.80,75.80,52431.00,26.70,1474.00
1400000US36005039100,36005039100,"Census Tract 391, Bronx County, New York",29.20,29.70,61.30,34222.00,9.10,1048.00
1400000US36005039200,36005039200,"Census Tract 392, Bronx County, New York",40.10,23.60,75.80,42684.00,21.00,1181.00
1400000US36005039300,36005039300,"Census Tract 393, Bronx County, New York",28.40,22.00,54.80,28398.00,7.70,891.00
1400000US36005039400,36005039400,"Census Tract 394, Bronx County, New York",35.60,26.10,67.20,44932.00,14.80,1122.00
1400000US36005039500,36005039500,"Census Tract 395, Bronx County, New York",28.50,23.50,63.50,38425.00,16.30,983.00
1400000US36005039600,36005039600,"Census Tract 396, Bronx County, New York",35.90,23.40,74.40,40750.00,26.50,1208.00
1400000US36005039700,36005039700,"Census Tract 397, Bronx County, New York",20.20,6.20,61.00,27834.00,10.90,769.00
1400000US36005039800,36005039800,"Census Tract 398, Bronx County, New York",37.30,44.90,85.50,69132.00,18.10,1302.00
1400000US36005039901,36005039901,"Census Tract 399.01, Bronx County, New York",33.80,23.50,56.50,37213.00,22.90,1111.00
1400000US36005039902,36005039902,"Census Tract 399.02, Bronx County, New York",29.90,26.40,65.90,33117.00,13.40,1065.00
1400000US36005040100,36005040100,"Census Tract 401, Bronx County, New York",31.40,26.90,59.70,46033.00,18.10,1252.00
1400000US36005040302,36005040302,"Census Tract 403.02, Bronx County, New York",31.50,25.10,62.10,38528.00,10.20,1144.00
1400000US36005040303,36005040303,"Census Tract 403.03, Bronx County, New York",31.00,28.50,64.50,42755.00,16.50,1134.00
1400000US36005040304,36005040304,"Census Tract 403.04, Bronx County, New York",29.90,40.20,57.70,43597.00,19.40,1197.00
1400000US36005040400,36005040400,"Census Tract 404, Bronx County, New York",32.30,22.70,81.20,46700.00,15.50,1233.00
1400000US36005040501,36005040501,"Census Tract 405.01, Bronx County, New York",30.20,32.80,63.90,41447.00,13.90,1167.00
1400000US36005040502,36005040502,"Census Tract 405.02, Bronx County, New York",31.80,22.90,58.90,36917.00,23.00,1146.00
1400000US36005040600,36005040600,"Census Tract 406, Bronx County, New York",34.00,31.00,74.50,46613.00,10.10,1149.00
1400000US36005040701,36005040701,"Census Tract 407.01, Bronx County, New York",34.40,25.20,61.60,37276.00,10.30,1145.00
1400000US36005040702,36005040702,"Census Tract 407.02, Bronx County, New York",29.90,28.40,67.60,37698.00,19.20,1038.00
1400000US36005040800,36005040800,"Census Tract 408, Bronx County, New York",32.30,37.40,80.60,40177.00,20.20,1174.00
1400000US36005040900,36005040900,"Census Tract 409, Bronx County, New York",38.90,37.30,85.60,68179.00,20.10,997.00
1400000US36005041100,36005041100,"Census Tract 411, Bronx County, New York",30.10,27.80,81.80,43848.00,14.50,1299.00
1400000US36005041300,36005041300,"Census Tract 413, Bronx County, New York",33.80,34.70,70.90,52070.00,12.60,1129.00
1400000US36005041400,36005041400,"Census Tract 414, Bronx County, New York",37.10,34.20,85.50,70889.00,19.90,1196.00
1400000US36005041500,36005041500,"Census Tract 415, Bronx County, New York",33.10,19.90,78.40,43106.00,14.10,1187.00
1400000US36005041800,36005041800,"Census Tract 418, Bronx County, New York",34.90,28.50,74.90,48264.00,14.30,1179.00
1400000US36005041900,36005041900,"Census Tract 419, Bronx County, New York",34.70,33.70,76.30,60951.00,13.90,1137.00
1400000US36005042000,36005042000,"Census Tract 420, Bronx County, New York",35.30,27.10,67.10,37510.00,11.00,1113.00
1400000US36005042100,36005042100,"Census Tract 421, Bronx County, New York",30.50,23.40,66.20,47243.00,12.10,1111.00
1400000US36005042200,36005042200,"Census Tract 422, Bronx County, New York",38.90,33.60,86.60,61659.00,12.40,1247.00
1400000US36005042300,36005042300,"Census Tract 423, Bronx County, New York",31.00,37.90,75.90,51166.00,23.00,1218.00
1400000US36005042400,36005042400,"Census Tract 424, Bronx County, New York",37.40,25.80,78.50,60921.00,11.40,1174.00
1400000US36005042500,36005042500,"Census Tract 425, Bronx County, New York",26.90,28.80,77.60,46778.00,16.00,1194.00
1400000US36005042600,36005042600,"Census Tract 426, Bronx County, New York",37.70,37.10,87.10,76286.00,15.10,1554.00
1400000US36005042800,36005042800,"Census Tract 428, Bronx County, New York",40.30,40.70,86.40,71714.00,8.20,1327.00
1400000US36005042901,36005042901,"Census Tract 429.01, Bronx County, New York",32.10,37.80,69.80,41194.00,12.00,1164.00
1400000US36005042902,36005042902,"Census Tract 429.02, Bronx County, New York",31.20,34.20,69.20,40607.00,18.20,1159.00
1400000US36005043000,36005043000,"Census Tract 430, Bronx County, New York",37.60,33.40,81.80,65633.00,15.00,954.00
1400000US36005043100,36005043100,"Census Tract 431, Bronx County, New York",34.00,27.50,70.50,44369.00,10.40,1158.00
1400000US36005043400,36005043400,"Census Tract 434, Bronx County, New York",34.50,38.80,72.90,49925.00,11.60,1171.00
1400000US36005043500,36005043500,"Census Tract 435, Bronx County, New York",23.70,0.00,42.30,34533.00,0.00,708.00
1400000US36005043600,36005043600,"Census Tract 436, Bronx County, New York",39.30,31.10,85.70,64732.00,16.50,1139.00
1400000US36005044200,36005044200,"Census Tract 442, Bronx County, New York",36.50,28.20,77.10,53387.00,15.80,1135.00
1400000US36005044400,36005044400,"Census Tract 444, Bronx County, New York",42.00,32.40,80.00,64933.00,12.40,1444.00
1400000US36005044800,36005044800,"Census Tract 448, Bronx County, New York",43.30,32.10,93.80,90971.00,10.90,1605.00
1400000US36005044901,36005044901,"Census Tract 449.01, Bronx County, New York",38.40,43.00,86.40,87095.00,9.80,1244.00
1400000US36005044902,36005044902,"Census Tract 449.02, Bronx County, New York",32.30,42.70,87.00,67373.00,8.80,1362.00
1400000US36005045101,36005045101,"Census Tract 451.01, Bronx County, New York",33.80,29.20,93.70,71313.00,7.90,1391.00
1400000US36005045102,36005045102,"Census Tract 451.02, Bronx County, New York",38.90,50.80,88.40,74483.00,2.70,1254.00
1400000US36005045600,36005045600,"Census Tract 456, Bronx County, New York",43.50,43.70,87.70,83792.00,9.00,1354.00
1400000US36005045800,36005045800,"Census Tract 458, Bronx County, New York",26.00,17.10,61.60,24303.00,10.60,538.00
1400000US36005046000,36005046000,"Census Tract 460, Bronx County, New York",38.00,17.60,73.40,47941.00,10.00,825.00
1400000US36005046201,36005046201,"Census Tract 462.01, Bronx County, New York",49.10,31.10,84.80,59316.00,12.00,933.00
1400000US36005046202,36005046202,"Census Tract 462.02, Bronx County, New York",37.60,23.40,77.80,57814.00,13.50,985.00
1400000US36005048400,36005048400,"Census Tract 484, Bronx County, New York",39.10,34.50,77.40,76276.00,6.50,1396.00
1400000US36005051600,36005051600,"Census Tract 516, Bronx County, New York",48.50,43.00,95.60,88777.00,5.50,1336.00
1400000US36047000100,36047000100,"Census Tract 1, Kings County, New York",44.50,47.60,97.20,110737.00,6.60,1494.00
1400000US36047000200,36047000200,"Census Tract 2, Kings County, New York",28.00,36.30,38.50,47549.00,7.90,1286.00
1400000US36047000301,36047000301,"Census Tract 3.01, Kings County, New York",41.20,54.40,99.10,205626.00,4.70,1996.00
1400000US36047000501,36047000501,"Census Tract 5.01, Kings County, New York",32.00,35.70,95.90,169705.00,5.30,1902.00
1400000US36047000502,36047000502,"Census Tract 5.02, Kings County, New York",36.70,47.40,98.00,135045.00,7.50,1910.00
1400000US36047000700,36047000700,"Census Tract 7, Kings County, New York",36.00,50.60,99.20,213166.00,4.80,2800.00
1400000US36047000900,36047000900,"Census Tract 9, Kings County, New York",32.90,40.30,97.60,181717.00,4.20,2800.00
1400000US36047001100,36047001100,"Census Tract 11, Kings County, New York",31.00,37.10,96.50,117834.00,5.10,2800.00
1400000US36047001300,36047001300,"Census Tract 13, Kings County, New York",37.50,52.30,97.60,134017.00,7.10,1963.00
1400000US36047001500,36047001500,"Census Tract 15, Kings County, New York",32.20,33.70,85.20,113731.00,11.80,2800.00
1400000US36047002000,36047002000,"Census Tract 20, Kings County, New York",31.30,38.00,60.00,65655.00,4.70,1366.00
1400000US36047002100,36047002100,"Census Tract 21, Kings County, New York",34.50,57.20,93.20,252834.00,4.80,2800.00
1400000US36047002200,36047002200,"Census Tract 22, Kings County, New York",35.40,37.00,66.40,55902.00,9.50,1129.00
1400000US36047002300,36047002300,"Census Tract 23, Kings County, New York",30.30,22.70,61.20,28709.00,22.40,403.00
1400000US36047002901,36047002901,"Census Tract 29.01, Kings County, New York",31.60,29.60,61.80,20900.00,25.00,386.00
1400000US36047003000,36047003000,"Census Tract 30, Kings County, New York",37.90,53.20,92.10,85933.00,5.20,1315.00
1400000US36047003100,36047003100,"Census Tract 31, Kings County, New York",36.80,23.20,80.50,85292.00,13.30,1454.00
1400000US36047003300,36047003300,"Census Tract 33, Kings County, New York",32.80,28.20,89.80,119772.00,7.30,2800.00
1400000US36047003400,36047003400,"Census Tract 34, Kings County, New York",37.70,48.80,90.00,95762.00,7.60,1368.00
1400000US36047003500,36047003500,"Census Tract 35, Kings County, New York",38.50,32.90,92.40,91766.00,11.10,1285.00
1400000US36047003600,36047003600,"Census Tract 36, Kings County, New York",36.60,43.80,91.40,89252.00,10.50,1360.00
1400000US36047003700,36047003700,"Census Tract 37, Kings County, New York",31.00,27.50,94.60,118786.00,5.40,2800.00
1400000US36047003800,36047003800,"Census Tract 38, Kings County, New York",42.60,54.90,96.50,130109.00,4.50,1525.00
1400000US36047003900,36047003900,"Census Tract 39, Kings County, New York",35.40,35.50,88.80,136851.00,8.30,1649.00
1400000US36047004100,36047004100,"Census Tract 41, Kings County, New York",38.20,40.40,91.00,134195.00,4.50,1981.00
1400000US36047004300,36047004300,"Census Tract 43, Kings County, New York",35.40,43.70,92.50,144862.00,5.50,1702.00
1400000US36047004400,36047004400,"Census Tract 44, Kings County, New York",48.90,57.10,93.80,111923.00,10.10,1344.00
1400000US36047004500,36047004500,"Census Tract 45, Kings County, New York",36.40,47.30,96.80,179028.00,5.00,2800.00
1400000US36047004600,36047004600,"Census Tract 46, Kings County, New York",41.00,58.50,93.70,137575.00,10.60,1273.00
1400000US36047004700,36047004700,"Census Tract 47, Kings County, New York",34.90,49.40,90.00,126615.00,10.10,1443.00
1400000US36047004900,36047004900,"Census Tract 49, Kings County, New York",37.70,47.20,87.80,143063.00,1.00,1720.00
1400000US36047005000,36047005000,"Census Tract 50, Kings County, New York",45.30,56.20,89.90,109541.00,5.00,1506.00
1400000US36047005100,36047005100,"Census Tract 51, Kings County, New York",37.80,52.00,91.80,121926.00,3.90,2800.00
1400000US36047005201,36047005201,"Census Tract 52.01, Kings County, New York",57.30,37.80,79.60,70096.00,7.60,536.00
1400000US36047005202,36047005202,"Census Tract 52.02, Kings County, New York",43.30,42.40,94.30,87724.00,5.00,1511.00
1400000US36047005300,36047005300,"Census Tract 53, Kings County, New York",33.90,31.30,83.50,97683.00,9.50,1440.00
1400000US36047005400,36047005400,"Census Tract 54, Kings County, New York",45.20,46.80,89.90,85040.00,8.20,1395.00
1400000US36047005601,36047005601,"Census Tract 56.01, Kings County, New York",43.30,42.50,93.40,72767.00,8.30,1346.00
1400000US36047005602,36047005602,"Census Tract 56.02, Kings County, New York",34.90,41.00,75.40,90520.00,4.90,1252.00
1400000US36047005800,36047005800,"Census Tract 58, Kings County, New York",41.50,47.90,85.20,62197.00,7.60,1285.00
1400000US36047005900,36047005900,"Census Tract 59, Kings County, New York",35.30,28.40,92.30,73731.00,10.50,1740.00
1400000US36047006000,36047006000,"Census Tract 60, Kings County, New York",37.30,44.30,84.70,92101.00,11.00,1360.00
1400000US36047006200,36047006200,"Census Tract 62, Kings County, New York",40.20,43.40,87.80,64906.00,12.70,1403.00
1400000US36047006300,36047006300,"Census Tract 63, Kings County, New York",34.70,50.00,93.00,113320.00,3.80,2800.00
1400000US36047006400,36047006400,"Census Tract 64, Kings County, New York",39.70,47.30,86.20,92326.00,7.70,1259.00
1400000US36047006500,36047006500,"Census Tract 65, Kings County, New York",37.30,45.80,94.30,150357.00,5.80,2800.00
1400000US36047006600,36047006600,"Census Tract 66, Kings County, New York",38.00,40.70,92.50,88543.00,15.70,1279.00
1400000US36047006700,36047006700,"Census Tract 67, Kings County, New York",36.60,56.50,97.10,188839.00,8.50,2800.00
1400000US36047006800,36047006800,"Census Tract 68, Kings County, New York",34.10,44.70,74.00,51882.00,11.70,1219.00
1400000US36047006900,36047006900,"Census Tract 69, Kings County, New York",33.30,32.10,98.00,168048.00,5.40,2800.00
1400000US36047007000,36047007000,"Census Tract 70, Kings County, New York",39.60,51.00,86.00,57847.00,11.10,1113.00
1400000US36047007100,36047007100,"Census Tract 71, Kings County, New York",32.80,30.70,70.70,65440.00,22.10,535.00
1400000US36047007200,36047007200,"Census Tract 72, Kings County, New York",31.40,58.70,40.40,39769.00,5.80,1210.00
1400000US36047007400,36047007400,"Census Tract 74, Kings County, New York",32.10,46.60,52.50,56784.00,10.00,1334.00
1400000US36047007500,36047007500,"Census Tract 75, Kings County, New York",35.30,48.20,97.20,155519.00,7.20,2800.00
1400000US36047007600,36047007600,"Census Tract 76, Kings County, New York",31.60,46.00,62.70,48960.00,11.80,1209.00
1400000US36047007700,36047007700,"Census Tract 77, Kings County, New York",37.40,45.80,93.70,142118.00,5.70,1960.00
1400000US36047007800,36047007800,"Census Tract 78, Kings County, New York",32.20,30.20,53.40,60209.00,12.60,1271.00
1400000US36047008000,36047008000,"Census Tract 80, Kings County, New York",30.80,39.20,60.20,67214.00,9.00,1361.00
1400000US36047008200,36047008200,"Census Tract 82, Kings County, New York",30.60,36.20,62.10,56139.00,14.20,1230.00
1400000US36047008400,36047008400,"Census Tract 84, Kings County, New York",31.70,55.80,62.00,63077.00,12.50,1354.00
1400000US36047008500,36047008500,"Census Tract 85, Kings County, New York",33.80,16.90,56.40,23074.00,24.50,409.00
1400000US36047008800,36047008800,"Census Tract 88, Kings County, New York",35.50,43.30,66.00,51588.00,11.30,1386.00
1400000US36047009000,36047009000,"Census Tract 90, Kings County, New York",33.10,55.10,41.70,42297.00,7.40,1303.00
1400000US36047009200,36047009200,"Census Tract 92, Kings County, New York",30.40,45.10,54.50,51651.00,11.70,1251.00
1400000US36047009400,36047009400,"Census Tract 94, Kings County, New York",33.60,52.30,46.00,57512.00,12.20,1183.00
1400000US36047009600,36047009600,"Census Tract 96, Kings County, New York",31.30,53.00,51.50,55792.00,12.00,1252.00
1400000US36047009800,36047009800,"Census Tract 98, Kings County, New York",28.80,51.20,43.60,41728.00,11.70,1134.00
1400000US36047010000,36047010000,"Census Tract 100, Kings County, New York",30.70,50.20,35.20,40859.00,12.10,1079.00
1400000US36047010100,36047010100,"Census Tract 101, Kings County, New York",32.20,35.80,70.50,65395.00,10.60,1224.00
1400000US36047010200,36047010200,"Census Tract 102, Kings County, New York",32.40,52.60,38.10,51683.00,11.90,1234.00
1400000US36047010400,36047010400,"Census Tract 104, Kings County, New York",35.70,50.80,41.80,50050.00,14.50,1101.00
1400000US36047010600,36047010600,"Census Tract 106, Kings County, New York",30.50,54.30,35.60,45376.00,9.30,1146.00
1400000US36047010800,36047010800,"Census Tract 108, Kings County, New York",34.70,59.00,52.60,46965.00,11.20,1087.00
1400000US36047011000,36047011000,"Census Tract 110, Kings County, New York",28.20,39.80,58.20,54656.00,9.30,1377.00
1400000US36047011200,36047011200,"Census Tract 112, Kings County, New York",31.80,47.70,59.10,39604.00,8.00,1080.00
1400000US36047011400,36047011400,"Census Tract 114, Kings County, New York",30.90,47.30,70.20,59732.00,6.70,1068.00
1400000US36047011600,36047011600,"Census Tract 116, Kings County, New York",36.90,64.00,40.30,51240.00,5.20,1035.00
1400000US36047011700,36047011700,"Census Tract 117, Kings County, New York",31.80,33.30,84.50,89258.00,9.70,1709.00
1400000US36047011800,36047011800,"Census Tract 118, Kings County, New York",32.20,52.80,48.20,37602.00,7.80,1272.00
1400000US36047011900,36047011900,"Census Tract 119, Kings County, New York",33.00,38.00,84.90,111784.00,3.50,1503.00
1400000US36047012000,36047012000,"Census Tract 120, Kings County, New York",32.30,56.80,31.00,51620.00,10.80,1218.00
1400000US36047012100,36047012100,"Census Tract 121, Kings County, New York",33.90,46.00,89.00,103574.00,6.20,1790.00
1400000US36047012200,36047012200,"Census Tract 122, Kings County, New York",28.80,44.80,50.70,48538.00,10.40,1204.00
1400000US36047012600,36047012600,"Census Tract 126, Kings County, New York",32.90,46.70,62.80,57317.00,9.80,1255.00
1400000US36047012700,36047012700,"Census Tract 127, Kings County, New York",33.10,26.50,72.60,71799.00,8.70,661.00
1400000US36047012801,36047012801,"Census Tract 128.01, Kings County, New York",35.80,60.40,57.50,62246.00,3.50,1169.00
1400000US36047012901,36047012901,"Census Tract 129.01, Kings County, New York",31.40,37.90,88.10,106476.00,5.40,2800.00
1400000US36047012902,36047012902,"Census Tract 129.02, Kings County, New York",33.40,49.60,90.90,125155.00,6.50,2800.00
1400000US36047013000,36047013000,"Census Tract 130, Kings County, New York",36.80,44.30,74.30,70252.00,7.00,1237.00
1400000US36047013100,36047013100,"Census Tract 131, Kings County, New York",35.20,39.10,85.40,155218.00,5.60,1860.00
1400000US36047013200,36047013200,"Census Tract 132, Kings County, New York",36.50,59.70,67.00,79008.00,7.20,1248.00
1400000US36047013300,36047013300,"Census Tract 133, Kings County, New York",34.70,59.60,96.40,164384.00,5.00,2800.00
1400000US36047013400,36047013400,"Census Tract 134, Kings County, New York",36.40,51.50,82.40,90773.00,9.20,1270.00
1400000US36047013500,36047013500,"Census Tract 135, Kings County, New York",35.20,48.90,95.20,177666.00,4.20,2800.00
1400000US36047013600,36047013600,"Census Tract 136, Kings County, New York",37.40,44.10,87.60,87236.00,7.10,1376.00
1400000US36047013700,36047013700,"Census Tract 137, Kings County, New York",35.40,36.90,93.80,113643.00,7.60,1663.00
1400000US36047013800,36047013800,"Census Tract 138, Kings County, New York",35.70,44.10,80.10,79493.00,3.50,1431.00
1400000US36047013900,36047013900,"Census Tract 139, Kings County, New York",32.20,32.20,88.00,123356.00,9.00,1690.00
1400000US36047014000,36047014000,"Census Tract 140, Kings County, New York",39.80,45.90,85.50,74409.00,4.20,1222.00
1400000US36047014100,36047014100,"Census Tract 141, Kings County, New York",32.80,45.00,88.90,133248.00,11.20,1746.00
1400000US36047014200,36047014200,"Census Tract 142, Kings County, New York",33.80,43.50,89.00,63858.00,14.70,1312.00
1400000US36047014300,36047014300,"Census Tract 143, Kings County, New York",32.40,31.90,82.80,87603.00,5.30,1658.00
1400000US36047014500,36047014500,"Census Tract 145, Kings County, New York",30.40,30.30,82.40,76846.00,7.80,1479.00
1400000US36047014700,36047014700,"Census Tract 147, Kings County, New York",29.30,29.90,86.40,103985.00,6.10,1664.00
1400000US36047014800,36047014800,"Census Tract 148, Kings County, New York",45.40,53.10,83.60,96953.00,9.30,1425.00
1400000US36047014900,36047014900,"Census Tract 149, Kings County, New York",35.20,40.70,92.30,120603.00,6.30,1864.00
1400000US36047015000,36047015000,"Census Tract 150, Kings County, New York",46.40,59.60,78.90,93249.00,2.80,1408.00
1400000US36047015100,36047015100,"Census Tract 151, Kings County, New York",34.50,51.50,90.60,159321.00,7.30,2800.00
1400000US36047015200,36047015200,"Census Tract 152, Kings County, New York",40.60,48.00,84.80,95751.00,15.10,1418.00
1400000US36047015300,36047015300,"Census Tract 153, Kings County, New York",36.90,48.10,98.40,152685.00,5.30,1897.00
1400000US36047015500,36047015500,"Census Tract 155, Kings County, New York",35.10,52.70,96.00,183481.00,6.40,2800.00
1400000US36047015700,36047015700,"Census Tract 157, Kings County, New York",34.70,50.10,98.20,148760.00,2.80,2800.00
1400000US36047015900,36047015900,"Census Tract 159, Kings County, New York",39.10,49.70,98.60,157806.00,5.40,2800.00
1400000US36047016000,36047016000,"Census Tract 160, Kings County, New York",38.60,45.60,83.10,79741.00,7.80,1311.00
1400000US36047016100,36047016100,"Census Tract 161, Kings County, New York",37.10,42.40,92.60,133318.00,4.80,1952.00
1400000US36047016200,36047016200,"Census Tract 162, Kings County, New York",38.90,50.90,93.10,87829.00,5.10,1448.00
1400000US36047016300,36047016300,"Census Tract 163, Kings County, New York",36.20,37.20,94.90,108189.00,10.40,1642.00
1400000US36047016400,36047016400,"Census Tract 164, Kings County, New York",20.90,58.50,98.50,93003.00,3.80,2800.00
1400000US36047016500,36047016500,"Census Tract 165, Kings County, New York",38.20,54.50,97.60,223330.00,4.90,2800.00
1400000US36047016600,36047016600,"Census Tract 166, Kings County, New York",37.80,63.60,93.70,103735.00,8.10,1921.00
1400000US36047016700,36047016700,"Census Tract 167, Kings County, New York",38.10,45.60,95.20,136805.00,6.20,1857.00
1400000US36047016800,36047016800,"Census Tract 168, Kings County, New York",43.10,58.10,79.80,102383.00,3.70,1278.00
1400000US36047016900,36047016900,"Census Tract 169, Kings County, New York",36.00,40.60,83.70,88528.00,5.30,1705.00
1400000US36047017000,36047017000,"Census Tract 170, Kings County, New York",42.10,54.40,78.60,83623.00,11.10,1274.00
1400000US36047017100,36047017100,"Census Tract 171, Kings County, New York",37.00,50.50,93.00,128787.00,6.50,2800.00
1400000US36047017200,36047017200,"Census Tract 172, Kings County, New York",38.90,60.20,79.30,118802.00,8.00,1205.00
1400000US36047017400,36047017400,"Census Tract 174, Kings County, New York",42.50,63.80,75.50,93812.00,3.50,1243.00
1400000US36047017600,36047017600,"Census Tract 176, Kings County, New York",37.40,54.80,65.40,65450.00,2.30,1136.00
1400000US36047017800,36047017800,"Census Tract 178, Kings County, New York",33.10,49.20,66.90,62234.00,7.90,1257.00
1400000US36047017900,36047017900,"Census Tract 179, Kings County, New York",37.80,29.00,83.20,84681.00,10.10,1170.00
1400000US36047018000,36047018000,"Census Tract 180, Kings County, New York",37.00,59.50,60.70,67461.00,8.20,1241.00
1400000US36047018100,36047018100,"Census Tract 181, Kings County, New York",36.30,36.90,90.10,114722.00,9.50,1507.00
1400000US36047018200,36047018200,"Census Tract 182, Kings County, New York",36.10,59.00,63.70,60251.00,10.30,1230.00
1400000US36047018300,36047018300,"Census Tract 183, Kings County, New York",33.90,49.30,95.50,119627.00,8.50,2800.00
1400000US36047018400,36047018400,"Census Tract 184, Kings County, New York",43.20,58.20,67.60,101762.00,12.20,1385.00
1400000US36047018501,36047018501,"Census Tract 185.01, Kings County, New York",27.70,18.30,55.50,34005.00,34.10,447.00
1400000US36047018600,36047018600,"Census Tract 186, Kings County, New York",41.20,49.10,81.10,93542.00,8.60,1361.00
1400000US36047018700,36047018700,"Census Tract 187, Kings County, New York",32.10,36.50,90.50,123357.00,7.00,1858.00
1400000US36047018800,36047018800,"Census Tract 188, Kings County, New York",35.70,54.00,72.80,72793.00,8.70,1401.00
1400000US36047019000,36047019000,"Census Tract 190, Kings County, New York",33.40,53.60,59.60,56575.00,14.50,1161.00
1400000US36047019100,36047019100,"Census Tract 191, Kings County, New York",29.90,24.10,84.50,95273.00,13.40,1955.00
1400000US36047019200,36047019200,"Census Tract 192, Kings County, New York",31.70,50.00,69.30,61091.00,4.90,991.00
1400000US36047019300,36047019300,"Census Tract 193, Kings County, New York",27.60,21.20,93.20,67670.00,9.50,1170.00
1400000US36047019400,36047019400,"Census Tract 194, Kings County, New York",35.20,53.70,51.50,52347.00,6.50,1124.00
1400000US36047019500,36047019500,"Census Tract 195, Kings County, New York",35.80,35.70,94.20,94566.00,6.30,1548.00
1400000US36047019600,36047019600,"Census Tract 196, Kings County, New York",33.90,57.10,65.00,52998.00,9.10,1189.00
1400000US36047019700,36047019700,"Census Tract 197, Kings County, New York",41.40,41.20,95.90,119685.00,10.00,1770.00
1400000US36047019800,36047019800,"Census Tract 198, Kings County, New York",43.90,52.40,82.20,76734.00,4.90,1274.00
1400000US36047019900,36047019900,"Census Tract 199, Kings County, New York",35.60,33.00,92.50,88131.00,3.40,1438.00
1400000US36047020000,36047020000,"Census Tract 200, Kings County, New York",42.50,52.50,68.10,72958.00,6.00,1592.00
1400000US36047020100,36047020100,"Census Tract 201, Kings County, New York",33.90,33.20,96.80,111602.00,5.20,1696.00
1400000US36047020200,36047020200,"Census Tract 202, Kings County, New York",41.80,57.00,70.00,96627.00,15.10,1299.00
1400000US36047020300,36047020300,"Census Tract 203, Kings County, New York",32.10,33.60,93.10,115839.00,10.50,2800.00
1400000US36047020400,36047020400,"Census Tract 204, Kings County, New York",44.40,58.70,86.80,84464.00,14.90,1185.00
1400000US36047020500,36047020500,"Census Tract 205, Kings County, New York",33.00,33.00,93.50,96308.00,6.90,1848.00
1400000US36047020600,36047020600,"Census Tract 206, Kings County, New York",40.60,67.30,80.60,101544.00,11.70,1299.00
1400000US36047020700,36047020700,"Census Tract 207, Kings County, New York",37.60,36.50,95.30,111037.00,5.20,1735.00
1400000US36047020800,36047020800,"Census Tract 208, Kings County, New York",36.60,45.80,67.90,75919.00,8.90,1254.00
1400000US36047021000,36047021000,"Census Tract 210, Kings County, New York",38.70,58.30,66.40,60048.00,11.20,1237.00
1400000US36047021100,36047021100,"Census Tract 211, Kings County, New York",34.10,31.10,89.20,72641.00,7.70,1292.00
1400000US36047021200,36047021200,"Census Tract 212, Kings County, New York",33.50,54.30,49.30,51724.00,7.50,1131.00
1400000US36047021300,36047021300,"Census Tract 213, Kings County, New York",36.20,29.50,88.40,61559.00,19.10,1156.00
1400000US36047021400,36047021400,"Census Tract 214, Kings County, New York",26.40,60.00,56.40,50553.00,2.60,1277.00
1400000US36047021500,36047021500,"Census Tract 215, Kings County, New York",36.30,34.70,89.50,90684.00,4.30,1263.00
1400000US36047021600,36047021600,"Census Tract 216, Kings County, New York",24.50,61.60,69.90,49338.00,3.30,1342.00
1400000US36047021700,36047021700,"Census Tract 217, Kings County, New York",33.20,22.20,92.40,68515.00,11.40,1129.00
1400000US36047021800,36047021800,"Census Tract 218, Kings County, New York",18.90,62.90,79.30,56117.00,4.30,1326.00
1400000US36047021900,36047021900,"Census Tract 219, Kings County, New York",31.90,21.90,81.90,64472.00,8.40,1204.00
1400000US36047022000,36047022000,"Census Tract 220, Kings County, New York",21.40,61.80,73.60,47355.00,8.20,1393.00
1400000US36047022100,36047022100,"Census Tract 221, Kings County, New York",33.00,19.50,84.10,59928.00,11.30,1194.00
1400000US36047022200,36047022200,"Census Tract 222, Kings County, New York",23.20,59.10,73.50,44493.00,4.50,1214.00
1400000US36047022400,36047022400,"Census Tract 224, Kings County, New York",21.00,52.50,68.20,49812.00,2.60,1402.00
1400000US36047022600,36047022600,"Census Tract 226, Kings County, New York",29.90,57.80,49.70,52135.00,4.20,1341.00
1400000US36047022700,36047022700,"Census Tract 227, Kings County, New York",34.20,29.40,84.10,68465.00,13.50,1321.00
1400000US36047022800,36047022800,"Census Tract 228, Kings County, New York",21.10,50.70,57.40,59249.00,5.80,1370.00
1400000US36047022900,36047022900,"Census Tract 229, Kings County, New York",31.80,21.60,88.40,75139.00,11.00,1387.00
1400000US36047023000,36047023000,"Census Tract 230, Kings County, New York",25.00,50.70,79.10,53935.00,7.10,1428.00
1400000US36047023100,36047023100,"Census Tract 231, Kings County, New York",29.60,18.80,92.10,74171.00,10.20,1470.00
1400000US36047023200,36047023200,"Census Tract 232, Kings County, New York",22.40,56.40,75.00,43043.00,8.40,1081.00
1400000US36047023300,36047023300,"Census Tract 233, Kings County, New York",31.20,25.90,80.90,59282.00,17.70,830.00
1400000US36047023400,36047023400,"Census Tract 234, Kings County, New York",21.50,74.20,85.40,46491.00,2.20,1312.00
1400000US36047023500,36047023500,"Census Tract 235, Kings County, New York",24.30,41.40,86.60,70142.00,8.00,1301.00
1400000US36047023600,36047023600,"Census Tract 236, Kings County, New York",23.10,71.50,75.80,44260.00,7.60,1375.00
1400000US36047023800,36047023800,"Census Tract 238, Kings County, New York",26.70,75.00,76.80,61311.00,5.00,1338.00
