Id,Id2,census.tract,median_age,married,high_school_and_higher,mean_income,Unemployment_rate,median_rent
1400000US36047050900,36047050900,"Census Tract 509, Kings County, New York",14.30,59.60,67.00,61172.00,3.80,1140.00
1400000US36047051001,36047051001,"Census Tract 510.01, Kings County, New York",34.40,27.70,79.60,55911.00,13.00,1155.00
1400000US36047051002,36047051002,"Census Tract 510.02, Kings County, New York",35.70,32.30,75.30,50870.00,16.70,1149.00
1400000US36047051100,36047051100,"Census Tract 511, Kings County, New York",33.60,31.40,72.80,53259.00,8.90,936.00
1400000US36047051200,36047051200,"Census Tract 512, Kings County, New York",32.40,32.20,78.90,51938.00,8.60,1152.00
1400000US36047051300,36047051300,"Census Tract 513, Kings County, New York",34.80,30.60,83.70,81597.00,7.20,1610.00
1400000US36047051400,36047051400,"Census Tract 514, Kings County, New York",35.60,29.70,79.10,56952.00,12.50,1298.00
1400000US36047051500,36047051500,"Census Tract 515, Kings County, New York",35.60,25.70,84.90,108448.00,5.10,1725.00
1400000US36047051601,36047051601,"Census Tract 516.01, Kings County, New York",31.80,26.20,73.60,38263.00,12.50,1173.00
1400000US36047051602,36047051602,"Census Tract 516.02, Kings County, New York",36.40,28.20,79.40,46640.00,10.40,1167.00
1400000US36047051700,36047051700,"Census Tract 517, Kings County, New York",33.90,28.90,98.60,117977.00,5.50,1772.00
1400000US36047051800,36047051800,"Census Tract 518, Kings County, New York",43.80,40.00,85.70,84317.00,8.80,1257.00
1400000US36047051900,36047051900,"Census Tract 519, Kings County, New York",34.70,39.00,94.50,103640.00,7.40,1815.00
1400000US36047052000,36047052000,"Census Tract 520, Kings County, New York",33.00,43.10,79.30,80442.00,10.40,1250.00
1400000US36047052300,36047052300,"Census Tract 523, Kings County, New York",31.40,24.60,74.80,66269.00,7.10,1050.00
1400000US36047052500,36047052500,"Census Tract 525, Kings County, New York",25.50,53.30,62.20,37140.00,3.60,699.00
1400000US36047052600,36047052600,"Census Tract 526, Kings County, New York",34.00,41.40,85.50,73003.00,9.00,1443.00
1400000US36047052700,36047052700,"Census Tract 527, Kings County, New York",31.10,25.10,65.40,46783.00,10.70,985.00
1400000US36047052800,36047052800,"Census Tract 528, Kings County, New York",35.40,57.90,89.60,123155.00,3.20,1379.00
1400000US36047052900,36047052900,"Census Tract 529, Kings County, New York",21.20,70.80,74.70,42383.00,5.40,930.00
1400000US36047053000,36047053000,"Census Tract 530, Kings County, New York",34.70,50.90,83.80,58676.00,10.20,1274.00
1400000US36047053100,36047053100,"Census Tract 531, Kings County, New York",14.00,69.50,82.10,70715.00,4.30,1649.00
1400000US36047053200,36047053200,"Census Tract 532, Kings County, New York",38.40,62.40,81.20,92266.00,13.10,1271.00
1400000US36047053300,36047053300,"Census Tract 533, Kings County, New York",18.90,74.70,74.70,33409.00,0.00,1103.00
1400000US36047053400,36047053400,"Census Tract 534, Kings County, New York",31.30,42.40,78.00,51142.00,13.40,1190.00
1400000US36047053500,36047053500,"Census Tract 535, Kings County, New York",20.00,70.30,65.50,30086.00,3.40,1135.00
1400000US36047053700,36047053700,"Census Tract 537, Kings County, New York",18.40,63.60,61.80,35364.00,4.40,1036.00
1400000US36047053800,36047053800,"Census Tract 538, Kings County, New York",43.60,55.90,79.30,38300.00,10.70,1235.00
1400000US36047053900,36047053900,"Census Tract 539, Kings County, New York",28.20,65.50,71.40,42869.00,6.20,1031.00
1400000US36047054200,36047054200,"Census Tract 542, Kings County, New York",31.50,47.70,86.90,58568.00,12.00,1313.00
1400000US36047054300,36047054300,"Census Tract 543, Kings County, New York",34.40,33.20,94.90,112034.00,12.20,2800.00
1400000US36047054400,36047054400,"Census Tract 544, Kings County, New York",43.80,58.30,86.30,86121.00,6.40,1235.00
1400000US36047054500,36047054500,"Census Tract 545, Kings County, New York",27.60,44.70,67.70,30643.00,13.70,394.00
1400000US36047054600,36047054600,"Census Tract 546, Kings County, New York",40.10,51.00,89.70,58571.00,8.50,1167.00
1400000US36047054700,36047054700,"Census Tract 547, Kings County, New York",25.20,38.30,74.60,63176.00,6.30,1240.00
1400000US36047054800,36047054800,"Census Tract 548, Kings County, New York",42.30,55.80,89.70,85359.00,9.60,1198.00
1400000US36047054900,36047054900,"Census Tract 549, Kings County, New York",29.50,38.50,91.50,105624.00,4.70,2800.00
1400000US36047055000,36047055000,"Census Tract 550, Kings County, New York",35.70,54.00,93.10,62512.00,5.90,1187.00
1400000US36047055100,36047055100,"Census Tract 551, Kings County, New York",32.10,25.40,85.50,74407.00,11.20,1202.00
1400000US36047055200,36047055200,"Census Tract 552, Kings County, New York",42.50,44.30,86.80,56113.00,9.60,1140.00
1400000US36047055300,36047055300,"Census Tract 553, Kings County, New York",32.20,36.10,91.30,106118.00,4.80,1830.00
1400000US36047055400,36047055400,"Census Tract 554, Kings County, New York",35.40,47.20,85.50,57927.00,9.10,1283.00
1400000US36047055500,36047055500,"Census Tract 555, Kings County, New York",32.40,33.90,97.00,141953.00,4.00,2800.00
1400000US36047055600,36047055600,"Census Tract 556, Kings County, New York",34.90,60.10,88.20,70738.00,12.20,1226.00
1400000US36047055700,36047055700,"Census Tract 557, Kings County, New York",34.80,31.40,95.50,160603.00,7.40,1726.00
1400000US36047055800,36047055800,"Census Tract 558, Kings County, New York",45.70,52.40,85.80,62307.00,12.90,1154.00
1400000US36047056000,36047056000,"Census Tract 560, Kings County, New York",45.20,57.30,91.90,64963.00,8.40,1263.00
1400000US36047056100,36047056100,"Census Tract 561, Kings County, New York",34.30,34.00,93.90,86108.00,7.80,1569.00
1400000US36047056200,36047056200,"Census Tract 562, Kings County, New York",43.90,65.20,89.70,91655.00,2.40,2800.00
1400000US36047056300,36047056300,"Census Tract 563, Kings County, New York",34.00,35.90,86.10,86492.00,6.80,1322.00
1400000US36047056400,36047056400,"Census Tract 564, Kings County, New York",41.80,61.10,93.90,90911.00,5.30,981.00
1400000US36047056500,36047056500,"Census Tract 565, Kings County, New York",34.90,40.60,91.50,91848.00,8.40,1538.00
1400000US36047056600,36047056600,"Census Tract 566, Kings County, New York",37.20,57.10,85.40,78347.00,8.80,1203.00
1400000US36047056800,36047056800,"Census Tract 568, Kings County, New York",49.30,57.20,82.40,84853.00,0.30,1268.00
1400000US36047056900,36047056900,"Census Tract 569, Kings County, New York",33.70,32.10,89.00,80123.00,3.40,1584.00
1400000US36047057000,36047057000,"Census Tract 570, Kings County, New York",50.30,56.50,84.80,78401.00,11.40,1096.00
1400000US36047057100,36047057100,"Census Tract 571, Kings County, New York",33.30,37.50,94.00,75946.00,4.40,1634.00
1400000US36047057200,36047057200,"Census Tract 572, Kings County, New York",36.80,20.30,76.30,25381.00,30.80,439.00
1400000US36047057300,36047057300,"Census Tract 573, Kings County, New York",33.90,32.50,87.00,77673.00,10.50,1449.00
1400000US36047057400,36047057400,"Census Tract 574, Kings County, New York",45.70,66.70,80.40,94845.00,6.60,989.00
1400000US36047057500,36047057500,"Census Tract 575, Kings County, New York",32.60,31.10,91.50,74799.00,4.30,1752.00
1400000US36047057600,36047057600,"Census Tract 576, Kings County, New York",42.90,53.10,78.20,83946.00,11.70,1291.00
1400000US36047057800,36047057800,"Census Tract 578, Kings County, New York",42.20,49.30,79.20,59202.00,4.50,1144.00
1400000US36047057900,36047057900,"Census Tract 579, Kings County, New York",34.00,37.50,91.10,53679.00,3.60,1366.00
1400000US36047058000,36047058000,"Census Tract 580, Kings County, New York",37.20,52.00,72.00,53884.00,7.30,1195.00
1400000US36047058200,36047058200,"Census Tract 582, Kings County, New York",33.00,52.50,75.90,56188.00,12.40,1161.00
1400000US36047058400,36047058400,"Census Tract 584, Kings County, New York",40.60,48.40,88.00,69640.00,5.50,1297.00
1400000US36047058600,36047058600,"Census Tract 586, Kings County, New York",39.60,47.90,59.80,68714.00,6.60,1154.00
1400000US36047058800,36047058800,"Census Tract 588, Kings County, New York",42.50,50.80,86.80,79536.00,9.70,1057.00
1400000US36047058900,36047058900,"Census Tract 589, Kings County, New York",34.70,45.70,97.00,90268.00,5.40,1772.00
1400000US36047059000,36047059000,"Census Tract 590, Kings County, New York",35.30,57.10,82.30,71580.00,6.50,1207.00
1400000US36047059100,36047059100,"Census Tract 591, Kings County, New York",33.40,39.40,89.10,79574.00,6.70,1646.00
1400000US36047059200,36047059200,"Census Tract 592, Kings County, New York",43.40,55.40,77.80,72874.00,7.60,1099.00
1400000US36047059300,36047059300,"Census Tract 593, Kings County, New York",33.30,45.40,87.70,72870.00,11.20,1476.00
1400000US36047059401,36047059401,"Census Tract 594.01, Kings County, New York",44.10,54.60,83.10,65113.00,11.30,1153.00
1400000US36047059402,36047059402,"Census Tract 594.02, Kings County, New York",47.40,57.00,93.20,89980.00,5.40,1133.00
1400000US36047059600,36047059600,"Census Tract 596, Kings County, New York",47.00,54.20,93.50,71269.00,15.00,815.00
1400000US36047059800,36047059800,"Census Tract 598, Kings County, New York",36.60,59.40,94.90,74123.00,8.50,1285.00
1400000US36047060000,36047060000,"Census Tract 600, Kings County, New York",42.00,50.90,91.00,69593.00,8.70,1263.00
1400000US36047060600,36047060600,"Census Tract 606, Kings County, New York",44.30,50.60,91.50,49755.00,12.50,1167.00
1400000US36047060800,36047060800,"Census Tract 608, Kings County, New York",41.90,50.40,93.40,72495.00,6.70,1354.00
1400000US36047061002,36047061002,"Census Tract 610.02, Kings County, New York",43.80,56.00,95.40,108212.00,3.40,1201.00
1400000US36047061003,36047061003,"Census Tract 610.03, Kings County, New York",35.80,41.10,87.10,60154.00,6.90,1293.00
1400000US36047061004,36047061004,"Census Tract 610.04, Kings County, New York",50.40,56.90,90.70,43912.00,9.20,948.00
1400000US36047061200,36047061200,"Census Tract 612, Kings County, New York",42.20,60.70,96.90,85236.00,14.00,1387.00
1400000US36047061600,36047061600,"Census Tract 616, Kings County, New York",50.10,54.60,87.50,139999.00,4.70,1482.00
1400000US36047062000,36047062000,"Census Tract 620, Kings County, New York",42.70,66.20,96.90,118274.00,7.60,1637.00
1400000US36047062200,36047062200,"Census Tract 622, Kings County, New York",50.30,40.80,91.50,74628.00,6.80,1638.00
1400000US36047062600,36047062600,"Census Tract 626, Kings County, New York",40.90,45.50,88.90,56181.00,14.10,1028.00
1400000US36047062800,36047062800,"Census Tract 628, Kings County, New York",42.50,49.70,92.90,83768.00,11.50,1186.00
1400000US36047063200,36047063200,"Census Tract 632, Kings County, New York",46.10,53.30,91.30,67985.00,8.20,1119.00
1400000US36047063600,36047063600,"Census Tract 636, Kings County, New York",40.40,59.40,93.90,129990.00,11.50,950.00
1400000US36047063800,36047063800,"Census Tract 638, Kings County, New York",40.90,61.90,91.40,85408.00,3.70,1213.00
1400000US36047064000,36047064000,"Census Tract 640, Kings County, New York",37.40,62.60,83.80,98645.00,17.40,925.00
1400000US36047064200,36047064200,"Census Tract 642, Kings County, New York",38.50,52.00,91.20,92926.00,4.60,1254.00
1400000US36047064400,36047064400,"Census Tract 644, Kings County, New York",30.70,53.70,88.70,104756.00,3.60,1225.00
1400000US36047064600,36047064600,"Census Tract 646, Kings County, New York",30.70,52.60,93.70,93282.00,9.70,1354.00
1400000US36047064800,36047064800,"Census Tract 648, Kings County, New York",39.10,51.30,88.40,69442.00,13.10,1313.00
1400000US36047065000,36047065000,"Census Tract 650, Kings County, New York",39.00,45.40,85.90,80311.00,7.60,1132.00
1400000US36047065200,36047065200,"Census Tract 652, Kings County, New York",39.20,66.00,95.90,103552.00,5.30,1125.00
1400000US36047065400,36047065400,"Census Tract 654, Kings County, New York",43.50,61.50,94.10,102211.00,3.40,247.00
1400000US36047065800,36047065800,"Census Tract 658, Kings County, New York",39.30,53.10,91.80,99660.00,11.20,1149.00
1400000US36047066200,36047066200,"Census Tract 662, Kings County, New York",42.80,49.40,93.10,86904.00,5.60,1069.00
1400000US36047067000,36047067000,"Census Tract 670, Kings County, New York",39.30,53.40,87.00,86541.00,11.50,1430.00
1400000US36047067200,36047067200,"Census Tract 672, Kings County, New York",31.50,34.90,81.60,75835.00,14.20,1480.00
1400000US36047067400,36047067400,"Census Tract 674, Kings County, New York",40.20,44.20,90.10,91318.00,5.40,1565.00
1400000US36047067600,36047067600,"Census Tract 676, Kings County, New York",41.40,37.50,84.60,88864.00,7.20,1754.00
1400000US36047067800,36047067800,"Census Tract 678, Kings County, New York",43.30,39.80,87.70,81318.00,10.50,1567.00
1400000US36047068000,36047068000,"Census Tract 680, Kings County, New York",30.50,43.30,83.30,76551.00,8.20,862.00
1400000US36047068200,36047068200,"Census Tract 682, Kings County, New York",37.20,46.70,86.20,97893.00,10.90,1265.00
1400000US36047068600,36047068600,"Census Tract 686, Kings County, New York",44.50,48.30,87.00,54904.00,15.00,1375.00
1400000US36047068800,36047068800,"Census Tract 688, Kings County, New York",41.50,42.40,82.70,87721.00,9.70,1299.00
1400000US36047069000,36047069000,"Census Tract 690, Kings County, New York",43.60,42.70,88.20,107275.00,6.20,1434.00
1400000US36047069200,36047069200,"Census Tract 692, Kings County, New York",36.70,42.60,89.40,88543.00,7.60,1500.00
1400000US36047069601,36047069601,"Census Tract 696.01, Kings County, New York",35.60,45.10,89.40,62534.00,16.50,1523.00
1400000US36047069602,36047069602,"Census Tract 696.02, Kings County, New York",38.90,47.40,93.20,102996.00,9.40,1384.00
1400000US36047069800,36047069800,"Census Tract 698, Kings County, New York",42.60,54.80,89.70,85491.00,3.80,1227.00
1400000US36047070000,36047070000,"Census Tract 700, Kings County, New York",36.70,54.90,95.80,84457.00,7.70,1349.00
1400000US36047070201,36047070201,"Census Tract 702.01, Kings County, New York",42.30,62.30,91.30,89719.00,10.10,1447.00
1400000US36047070600,36047070600,"Census Tract 706, Kings County, New York",46.70,58.50,91.40,101087.00,9.70,1929.00
1400000US36047072000,36047072000,"Census Tract 720, Kings County, New York",34.20,33.00,89.20,71911.00,14.70,1612.00
1400000US36047072200,36047072200,"Census Tract 722, Kings County, New York",38.30,41.40,85.40,74594.00,16.00,1401.00
1400000US36047072400,36047072400,"Census Tract 724, Kings County, New York",38.80,25.70,85.40,90715.00,13.50,1517.00
1400000US36047072600,36047072600,"Census Tract 726, Kings County, New York",40.80,37.60,96.90,86299.00,16.20,1202.00
1400000US36047072800,36047072800,"Census Tract 728, Kings County, New York",42.00,28.50,84.80,73787.00,9.50,1060.00
1400000US36047073000,36047073000,"Census Tract 730, Kings County, New York",45.80,36.20,84.40,105926.00,8.90,1174.00
1400000US36047073200,36047073200,"Census Tract 732, Kings County, New York",36.50,37.50,88.80,85368.00,13.30,1202.00
1400000US36047073400,36047073400,"Census Tract 734, Kings County, New York",36.50,42.90,92.10,90458.00,6.80,1387.00
1400000US36047073600,36047073600,"Census Tract 736, Kings County, New York",33.20,33.60,85.40,59506.00,8.00,1166.00
1400000US36047073800,36047073800,"Census Tract 738, Kings County, New York",34.60,49.40,81.80,77542.00,6.90,1163.00
1400000US36047074000,36047074000,"Census Tract 740, Kings County, New York",30.60,37.40,84.90,66717.00,11.10,1083.00
1400000US36047074200,36047074200,"Census Tract 742, Kings County, New York",33.50,42.70,82.20,84312.00,7.20,1164.00
1400000US36047074400,36047074400,"Census Tract 744, Kings County, New York",22.50,64.90,91.00,105556.00,8.50,645.00
1400000US36047074600,36047074600,"Census Tract 746, Kings County, New York",32.10,50.60,95.80,86704.00,5.60,1231.00
1400000US36047074800,36047074800,"Census Tract 748, Kings County, New York",31.00,54.00,93.10,72209.00,8.70,1317.00
1400000US36047075000,36047075000,"Census Tract 750, Kings County, New York",28.80,45.90,92.80,61855.00,10.00,1094.00
1400000US36047075200,36047075200,"Census Tract 752, Kings County, New York",40.60,63.20,93.80,166041.00,7.30,1795.00
1400000US36047075400,36047075400,"Census Tract 754, Kings County, New York",37.80,63.30,96.10,98685.00,1.30,2800.00
1400000US36047075600,36047075600,"Census Tract 756, Kings County, New York",37.20,52.30,97.50,86428.00,6.30,1100.00
1400000US36047075800,36047075800,"Census Tract 758, Kings County, New York",40.30,58.30,93.00,112372.00,8.60,1129.00
1400000US36047076000,36047076000,"Census Tract 760, Kings County, New York",36.60,51.60,88.10,89464.00,17.20,1130.00
1400000US36047076200,36047076200,"Census Tract 762, Kings County, New York",34.60,53.00,77.90,68996.00,3.30,1169.00
1400000US36047076400,36047076400,"Census Tract 764, Kings County, New York",36.60,34.60,82.00,72991.00,9.90,1212.00
1400000US36047076600,36047076600,"Census Tract 766, Kings County, New York",33.20,35.30,80.90,65306.00,8.30,1330.00
1400000US36047076800,36047076800,"Census Tract 768, Kings County, New York",30.80,59.60,86.20,74097.00,9.40,1292.00
1400000US36047077000,36047077000,"Census Tract 770, Kings County, New York",33.50,47.70,91.90,71023.00,9.20,1354.00
1400000US36047077200,36047077200,"Census Tract 772, Kings County, New York",33.60,43.30,94.70,78788.00,8.10,1133.00
1400000US36047077400,36047077400,"Census Tract 774, Kings County, New York",33.90,29.40,85.50,57450.00,13.50,1165.00
1400000US36047077600,36047077600,"Census Tract 776, Kings County, New York",43.70,30.70,89.00,64452.00,7.60,1159.00
1400000US36047078000,36047078000,"Census Tract 780, Kings County, New York",37.50,31.60,89.50,90660.00,6.40,1042.00
1400000US36047078200,36047078200,"Census Tract 782, Kings County, New York",38.20,31.50,86.70,57927.00,7.90,1035.00
1400000US36047078400,36047078400,"Census Tract 784, Kings County, New York",41.10,35.70,90.60,103012.00,9.30,1237.00
1400000US36047078600,36047078600,"Census Tract 786, Kings County, New York",35.90,32.10,75.70,52562.00,11.70,1130.00
1400000US36047078800,36047078800,"Census Tract 788, Kings County, New York",36.60,34.60,90.10,51330.00,6.30,1071.00
1400000US36047079000,36047079000,"Census Tract 790, Kings County, New York",37.40,38.90,82.60,57167.00,9.50,1118.00
1400000US36047079200,36047079200,"Census Tract 792, Kings County, New York",36.30,28.10,74.60,44777.00,18.40,1102.00
1400000US36047079400,36047079400,"Census Tract 794, Kings County, New York",34.70,34.20,85.30,43142.00,20.80,1310.00
1400000US36047079601,36047079601,"Census Tract 796.01, Kings County, New York",33.90,25.30,86.50,55221.00,15.40,1145.00
1400000US36047079602,36047079602,"Census Tract 796.02, Kings County, New York",35.80,26.60,78.90,44663.00,18.20,1123.00
1400000US36047079801,36047079801,"Census Tract 798.01, Kings County, New York",38.80,37.30,81.80,85676.00,19.60,1206.00
1400000US36047079802,36047079802,"Census Tract 798.02, Kings County, New York",34.50,28.10,85.40,53442.00,20.80,1196.00
1400000US36047080000,36047080000,"Census Tract 800, Kings County, New York",39.70,43.90,84.60,70776.00,14.30,1090.00
1400000US36047080200,36047080200,"Census Tract 802, Kings County, New York",33.50,31.30,84.60,61391.00,12.00,1122.00
1400000US36047080400,36047080400,"Census Tract 804, Kings County, New York",30.60,28.20,77.40,46823.00,16.70,1260.00
1400000US36047080600,36047080600,"Census Tract 806, Kings County, New York",25.30,38.50,80.30,57249.00,12.50,1243.00
1400000US36047080800,36047080800,"Census Tract 808, Kings County, New York",62.90,22.50,57.30,12191.00,78.30,240.00
1400000US36047081000,36047081000,"Census Tract 810, Kings County, New York",38.50,31.30,93.40,59584.00,11.70,1215.00
1400000US36047081400,36047081400,"Census Tract 814, Kings County, New York",31.80,28.70,83.40,52662.00,14.30,1145.00
1400000US36047081600,36047081600,"Census Tract 816, Kings County, New York",40.30,32.10,85.40,55606.00,10.70,1167.00
1400000US36047081800,36047081800,"Census Tract 818, Kings County, New York",31.90,31.70,78.50,54208.00,7.60,1126.00
1400000US36047082000,36047082000,"Census Tract 820, Kings County, New York",31.80,24.90,80.80,71619.00,13.40,1155.00
1400000US36047082200,36047082200,"Census Tract 822, Kings County, New York",33.60,27.50,81.70,49355.00,12.20,1129.00
1400000US36047082400,36047082400,"Census Tract 824, Kings County, New York",32.10,29.80,82.10,55331.00,15.40,1229.00
1400000US36047082600,36047082600,"Census Tract 826, Kings County, New York",40.10,26.20,78.00,54874.00,18.70,1124.00
1400000US36047082800,36047082800,"Census Tract 828, Kings County, New York",36.00,31.60,88.50,64969.00,13.60,1148.00
1400000US36047083000,36047083000,"Census Tract 830, Kings County, New York",37.20,31.80,87.10,56458.00,6.70,1133.00
1400000US36047083200,36047083200,"Census Tract 832, Kings County, New York",38.80,44.30,84.90,74095.00,13.30,1196.00
1400000US36047083400,36047083400,"Census Tract 834, Kings County, New York",41.60,40.90,86.80,75507.00,13.20,1145.00
1400000US36047083600,36047083600,"Census Tract 836, Kings County, New York",41.10,40.80,89.20,73744.00,14.00,1176.00
1400000US36047083800,36047083800,"Census Tract 838, Kings County, New York",39.80,39.90,88.90,83505.00,6.80,1141.00
1400000US36047084000,36047084000,"Census Tract 840, Kings County, New York",35.40,30.20,83.70,70512.00,11.70,1124.00
1400000US36047084600,36047084600,"Census Tract 846, Kings County, New York",50.60,31.60,88.00,63763.00,9.10,1197.00
1400000US36047084800,36047084800,"Census Tract 848, Kings County, New York",34.80,46.30,85.20,109861.00,15.80,1465.00
1400000US36047085000,36047085000,"Census Tract 850, Kings County, New York",34.90,35.40,95.30,85314.00,8.70,1427.00
1400000US36047085400,36047085400,"Census Tract 854, Kings County, New York",41.40,32.20,89.20,60317.00,10.50,1146.00
1400000US36047085600,36047085600,"Census Tract 856, Kings County, New York",40.90,26.90,91.90,66145.00,10.00,1177.00
1400000US36047085800,36047085800,"Census Tract 858, Kings County, New York",38.50,32.80,83.10,54710.00,11.40,1202.00
1400000US36047086000,36047086000,"Census Tract 860, Kings County, New York",38.70,36.70,84.50,54604.00,12.60,1176.00
1400000US36047086200,36047086200,"Census Tract 862, Kings County, New York",38.60,34.40,88.60,56745.00,14.70,1038.00
1400000US36047086400,36047086400,"Census Tract 864, Kings County, New York",37.60,37.00,83.60,75359.00,16.10,1191.00
1400000US36047086600,36047086600,"Census Tract 866, Kings County, New York",37.10,27.00,81.00,54615.00,9.00,1263.00
1400000US36047086800,36047086800,"Census Tract 868, Kings County, New York",40.10,34.30,82.90,50287.00,11.20,1203.00
1400000US36047087000,36047087000,"Census Tract 870, Kings County, New York",39.50,30.50,85.80,44329.00,13.00,1220.00
1400000US36047087200,36047087200,"Census Tract 872, Kings County, New York",42.40,24.70,90.60,46738.00,14.10,1215.00
1400000US36047087401,36047087401,"Census Tract 874.01, Kings County, New York",39.40,29.00,78.70,39947.00,14.20,992.00
1400000US36047087600,36047087600,"Census Tract 876, Kings County, New York",34.40,33.30,78.80,56262.00,6.70,1001.00
1400000US36047087800,36047087800,"Census Tract 878, Kings County, New York",40.00,25.50,69.80,47603.00,14.00,1132.00
1400000US36047088000,36047088000,"Census Tract 880, Kings County, New York",38.40,28.80,86.10,58653.00,10.40,977.00
1400000US36047088200,36047088200,"Census Tract 882, Kings County, New York",41.20,33.30,85.40,53843.00,9.20,1243.00
1400000US36047088400,36047088400,"Census Tract 884, Kings County, New York",33.50,37.00,73.90,50675.00,8.90,1143.00
1400000US36047088600,36047088600,"Census Tract 886, Kings County, New York",37.10,28.40,79.80,48131.00,13.90,1088.00
1400000US36047088800,36047088800,"Census Tract 888, Kings County, New York",35.20,30.00,78.70,52050.00,12.80,1145.00
1400000US36047089000,36047089000,"Census Tract 890, Kings County, New York",36.00,23.00,74.40,39305.00,14.70,1141.00
1400000US36047089200,36047089200,"Census Tract 892, Kings County, New York",32.80,21.90,71.30,32082.00,11.10,1105.00
1400000US36047089400,36047089400,"Census Tract 894, Kings County, New York",28.30,27.30,86.20,51385.00,9.00,1166.00
1400000US36047089600,36047089600,"Census Tract 896, Kings County, New York",29.70,25.40,83.80,38173.00,4.00,1093.00
1400000US36047089800,36047089800,"Census Tract 898, Kings County, New York",34.00,34.60,85.80,43361.00,17.00,1171.00
1400000US36047090000,36047090000,"Census Tract 900, Kings County, New York",27.70,17.60,76.50,36596.00,8.30,917.00
1400000US36047090200,36047090200,"Census Tract 902, Kings County, New York",30.10,26.70,66.70,54974.00,22.40,540.00
1400000US36047090600,36047090600,"Census Tract 906, Kings County, New York",27.00,19.10,63.60,27329.00,23.60,500.00
1400000US36047090800,36047090800,"Census Tract 908, Kings County, New York",30.30,21.00,66.70,24023.00,22.70,446.00
1400000US36047091000,36047091000,"Census Tract 910, Kings County, New York",25.20,8.50,63.50,18456.00,22.20,334.00
1400000US36047091200,36047091200,"Census Tract 912, Kings County, New York",25.20,14.60,63.20,30186.00,24.50,470.00
1400000US36047091600,36047091600,"Census Tract 916, Kings County, New York",31.00,14.40,71.40,35819.00,11.50,963.00
1400000US36047091800,36047091800,"Census Tract 918, Kings County, New York",32.00,37.10,75.30,45002.00,15.30,736.00
1400000US36047092000,36047092000,"Census Tract 920, Kings County, New York",31.90,33.60,75.20,56002.00,13.90,1105.00
1400000US36047092200,36047092200,"Census Tract 922, Kings County, New York",39.10,30.10,82.60,51213.00,11.40,1107.00
1400000US36047092400,36047092400,"Census Tract 924, Kings County, New York",30.40,29.40,80.20,47952.00,12.50,1038.00
1400000US36047092800,36047092800,"Census Tract 928, Kings County, New York",42.90,39.30,87.20,61099.00,7.60,1183.00
1400000US36047093000,36047093000,"Census Tract 930, Kings County, New York",42.40,31.50,86.30,75915.00,11.10,1177.00
1400000US36047093200,36047093200,"Census Tract 932, Kings County, New York",44.80,38.30,91.20,79229.00,5.70,1107.00
1400000US36047093400,36047093400,"Census Tract 934, Kings County, New York",40.80,31.10,87.00,71215.00,6.60,1108.00
1400000US36047093600,36047093600,"Census Tract 936, Kings County, New York",38.90,42.80,91.70,81268.00,5.60,1128.00
1400000US36047093800,36047093800,"Census Tract 938, Kings County, New York",32.00,28.10,81.60,53112.00,14.70,1180.00
1400000US36047094401,36047094401,"Census Tract 944.01, Kings County, New York",38.90,39.60,88.40,73647.00,17.10,1179.00
1400000US36047094402,36047094402,"Census Tract 944.02, Kings County, New York",34.40,12.90,73.00,31883.00,16.90,488.00
1400000US36047094600,36047094600,"Census Tract 946, Kings County, New York",40.30,28.60,90.70,81091.00,12.10,1172.00
1400000US36047095000,36047095000,"Census Tract 950, Kings County, New York",40.20,41.40,86.80,82886.00,12.60,1297.00
1400000US36047095400,36047095400,"Census Tract 954, Kings County, New York",37.50,46.50,80.30,72834.00,8.00,1435.00
1400000US36047095600,36047095600,"Census Tract 956, Kings County, New York",30.50,40.80,83.80,75994.00,4.90,1592.00
1400000US36047095800,36047095800,"Census Tract 958, Kings County, New York",42.00,33.20,79.30,87691.00,6.50,1395.00
1400000US36047096200,36047096200,"Census Tract 962, Kings County, New York",34.70,38.70,78.90,80019.00,5.30,1423.00
1400000US36047096400,36047096400,"Census Tract 964, Kings County, New York",35.60,36.30,81.80,67970.00,7.90,1344.00
1400000US36047096600,36047096600,"Census Tract 966, Kings County, New York",33.50,36.80,85.30,84162.00,4.10,1368.00
1400000US36047096800,36047096800,"Census Tract 968, Kings County, New York",35.50,42.40,87.80,88091.00,9.50,1588.00
1400000US36047097000,36047097000,"Census Tract 970, Kings County, New York",39.70,35.50,92.30,84690.00,7.60,1425.00
1400000US36047097400,36047097400,"Census Tract 974, Kings County, New York",41.10,31.00,71.10,69853.00,10.80,1409.00
1400000US36047098200,36047098200,"Census Tract 982, Kings County, New York",32.90,14.00,72.40,31477.00,13.80,523.00
1400000US36047098400,36047098400,"Census Tract 984, Kings County, New York",40.30,42.00,87.10,86882.00,7.40,1385.00
1400000US36047098600,36047098600,"Census Tract 986, Kings County, New York",37.10,44.30,83.90,73609.00,7.60,1317.00
1400000US36047098800,36047098800,"Census Tract 988, Kings County, New York",36.40,36.50,84.60,68465.00,8.80,1240.00
1400000US36047099000,36047099000,"Census Tract 990, Kings County, New York",33.20,37.60,80.30,70458.00,10.40,1465.00
1400000US36047099200,36047099200,"Census Tract 992, Kings County, New York",36.10,47.60,83.20,68808.00,10.50,1573.00
1400000US36047099400,36047099400,"Census Tract 994, Kings County, New York",35.70,40.90,88.40,74453.00,5.50,1578.00
